project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ-0000626,COMP-0117,Quality Assurance System,2020-03-14,2020-04-27,Completed,Intelligent Process Automation,35,360690.29,62327.28,17.28,Marketing,IBM,United States,Manufacturing,9715,true,false
PRJ-0000627,COMP-0099,Loan Processing Pipeline,2023-02-15,2023-06-16,In Progress,Digital Process Automation,33,1047024.99,3484185.06,332.77,Marketing,Cognizant,India,Banking,18514,true,true
PRJ-0000628,COMP-0130,IT Service Management System,2020-11-04,2021-07-08,Failed,Robotic Process Automation,21,950597.72,147247.59,15.49,Marketing,PwC,Japan,Telecom,22214,true,true
PRJ-0000629,COMP-0176,IT Service Management Platform,2021-05-14,2023-04-16,Completed,Digital Process Automation,45,1225080.73,3118443.0,254.55,Finance,Deloitte,United States,Telecom,10773,false,true
PRJ-0000630,COMP-0026,Audit Trail Module,2020-12-12,2022-02-18,Completed,Intelligent Process Automation,29,1242472.09,4264909.7,343.26,Marketing,PwC,United Kingdom,Healthcare,23397,true,false
PRJ-0000631,COMP-0156,IT Service Management Bot,2022-10-07,2024-02-24,Completed,Cognitive Automation,23,911230.27,121284.75,13.31,Marketing,Capgemini,Singapore,Healthcare,10341,false,true
PRJ-0000632,COMP-0048,Contract Management Framework,2021-04-08,2021-12-23,Completed,Robotic Process Automation,82,1018058.88,392054.47,38.51,Customer Service,Capgemini,India,Banking,8292,false,false
PRJ-0000633,COMP-0166,Regulatory Reporting Tool,2022-10-17,2024-03-21,Failed,Cognitive Automation,54,1600438.91,86103.61,5.38,IT,Tata Consultancy Services,Brazil,Retail,13830,false,true
PRJ-0000634,COMP-0147,Master Data Management Engine,2021-04-15,2021-05-25,On Hold,Robotic Process Automation,30,162222.61,294547.59,181.57,Legal,Wipro,United States,Banking,22059,true,false
PRJ-0000635,COMP-0147,Trade Reconciliation Framework,2022-01-02,2022-08-17,Completed,Robotic Process Automation,47,229676.45,557677.39,242.81,Sales,EY,Australia,Insurance,18213,false,false
PRJ-0000636,COMP-0138,Expense Reporting Module,2022-04-01,2024-11-17,Completed,Digital Process Automation,45,1707432.58,3363300.7,196.98,Customer Service,Infosys,Singapore,Insurance,16819,true,true
PRJ-0000637,COMP-0078,Email Automation Module,2023-06-14,2024-01-23,On Hold,AI + RPA,26,944746.22,412759.62,43.69,Finance,Deloitte,Singapore,Energy,6412,false,false
PRJ-0000638,COMP-0065,Accounts Payable Pipeline,2021-08-02,2023-11-14,On Hold,AI + RPA,28,1796440.39,5074944.1,282.5,IT,Deloitte,France,Banking,4741,false,false
PRJ-0000639,COMP-0162,Vendor Management Framework,2020-03-01,2022-05-01,Planning,Robotic Process Automation,50,1369956.41,4005341.56,292.37,Sales,EY,United Kingdom,Insurance,11832,false,true
PRJ-0000640,COMP-0148,Employee Offboarding Engine,2023-02-16,2024-03-09,On Hold,Robotic Process Automation,26,1862599.59,4260510.3,228.74,IT,Tata Consultancy Services,Singapore,Manufacturing,19716,true,true
PRJ-0000641,COMP-0009,Inventory Management Automation,2021-11-20,2022-03-07,In Progress,AI + RPA,45,1939888.38,2236885.29,115.31,Supply Chain,KPMG,Canada,Healthcare,21817,true,false
PRJ-0000642,COMP-0137,Customer Service Bot Pipeline,2020-10-28,2022-09-13,In Progress,Cognitive Automation,63,1552714.86,4537188.09,292.21,Marketing,KPMG,France,Logistics,14482,false,true
PRJ-0000643,COMP-0180,Vendor Management Automation,2023-10-06,2024-06-10,Planning,Intelligent Process Automation,50,694816.31,2729794.32,392.88,Human Resources,Capgemini,United States,Technology,24755,true,false
PRJ-0000644,COMP-0008,Loan Processing Module,2023-09-16,2025-01-13,Completed,Robotic Process Automation,47,1453911.06,1686391.44,115.99,Customer Service,KPMG,India,Pharma,13603,true,true
PRJ-0000645,COMP-0128,IT Ticket Classification Solution,2021-11-15,2021-07-15,Completed,AI + RPA,15,1288918.31,2762538.61,214.33,Marketing,KPMG,France,Retail,5709,true,true
PRJ-0000646,COMP-0062,Order Management Platform,2023-01-04,2025-10-02,On Hold,Cognitive Automation,22,695398.46,2709272.4,389.6,IT,IBM,Canada,Telecom,7375,false,true
PRJ-0000647,COMP-0150,Inventory Management Platform,2022-01-25,2023-05-06,On Hold,Digital Process Automation,24,1076126.32,1108732.95,103.03,Finance,Deloitte,Canada,Energy,23201,true,false
PRJ-0000648,COMP-0184,Employee Offboarding Framework,2023-09-16,2023-01-04,Planning,Robotic Process Automation,19,898245.18,2947681.38,328.16,Sales,Cognizant,Poland,Healthcare,2886,true,false
PRJ-0000649,COMP-0097,Risk Assessment Platform,2022-02-04,2024-09-12,Planning,AI + RPA,67,1001073.14,3379122.38,337.55,Compliance,Infosys,United Kingdom,Logistics,22410,false,false
PRJ-0000650,COMP-0068,Audit Trail Pipeline,2021-01-25,2021-02-20,Planning,Digital Process Automation,79,615009.73,1741892.06,283.23,Supply Chain,Capgemini,Australia,Banking,6206,true,true
PRJ-0000651,COMP-0085,Inventory Management Module,2023-07-17,2023-08-19,Planning,Intelligent Process Automation,24,1932062.38,6253119.89,323.65,Human Resources,Cognizant,United Kingdom,Logistics,8028,true,true
PRJ-0000652,COMP-0147,Asset Tracking Bot,2021-08-05,2022-08-25,Completed,Digital Process Automation,25,279903.57,419211.58,149.77,Customer Service,Tata Consultancy Services,Japan,Banking,3985,false,true
PRJ-0000653,COMP-0130,Audit Trail Pipeline,2020-12-10,2021-02-17,On Hold,Robotic Process Automation,96,1441137.36,4887473.24,339.14,Compliance,Wipro,Australia,Manufacturing,7784,false,true
PRJ-0000654,COMP-0083,Billing Automation Pipeline,2023-11-02,2025-06-18,Failed,Intelligent Process Automation,36,626722.7,-68939.5,-11.0,Compliance,PwC,Canada,Energy,21956,true,true
PRJ-0000655,COMP-0175,Procure to Pay Engine,2023-09-06,2024-11-22,Completed,Intelligent Process Automation,78,1934127.61,3941365.24,203.78,Compliance,Tata Consultancy Services,Australia,Manufacturing,17766,false,true
PRJ-0000656,COMP-0099,Fraud Detection Framework,2021-04-26,2022-04-13,Failed,AI + RPA,28,991760.54,-127242.88,-12.83,Finance,Infosys,France,Pharma,5652,true,false
PRJ-0000657,COMP-0058,Master Data Management Bot,2023-05-07,2023-08-15,In Progress,Robotic Process Automation,53,352439.26,369109.64,104.73,Compliance,Deloitte,Japan,Banking,5585,false,true
PRJ-0000658,COMP-0075,Loan Processing Bot,2021-02-01,2022-02-23,Failed,Intelligent Process Automation,29,1755454.33,-533307.03,-30.38,Operations,Cognizant,Germany,Healthcare,7904,true,false
PRJ-0000659,COMP-0174,Expense Reporting Engine,2023-06-08,2025-12-10,Failed,Digital Process Automation,14,1481937.36,-614707.62,-41.48,Compliance,IBM,Singapore,Technology,8761,true,false
PRJ-0000660,COMP-0175,HR Onboarding Solution,2023-10-07,2023-08-28,On Hold,Digital Process Automation,82,1226630.61,1735314.32,141.47,Sales,EY,Canada,Telecom,2210,true,false
PRJ-0000661,COMP-0099,Data Migration Pipeline,2022-11-16,2024-08-08,In Progress,Digital Process Automation,29,1788157.79,3372823.22,188.62,IT,Wipro,India,Telecom,9879,true,false
PRJ-0000662,COMP-0200,Master Data Management Pipeline,2020-11-01,2022-05-27,In Progress,Cognitive Automation,26,1599846.51,1094135.03,68.39,Marketing,BCG,Brazil,Manufacturing,23923,true,false
PRJ-0000663,COMP-0030,Returns Processing Platform,2023-01-04,2025-03-14,On Hold,Robotic Process Automation,76,1327917.23,4413200.12,332.34,Human Resources,Wipro,Brazil,Technology,18756,true,false
PRJ-0000664,COMP-0164,Compliance Monitoring Bot,2021-05-28,2021-01-16,Planning,Digital Process Automation,26,1742710.61,2454259.35,140.83,Customer Service,BCG,Netherlands,Pharma,14956,true,false
PRJ-0000665,COMP-0180,Vendor Management Bot,2023-09-08,2023-06-15,In Progress,Robotic Process Automation,66,1698334.58,6489845.93,382.13,Finance,EY,Singapore,Energy,24575,true,true
PRJ-0000666,COMP-0199,Claims Processing Tool,2023-12-20,2023-05-06,Completed,Digital Process Automation,84,1819562.09,3912786.32,215.04,Operations,Capgemini,Netherlands,Technology,8054,false,true
PRJ-0000667,COMP-0111,Sales Order Processing Pipeline,2022-12-27,2023-01-23,Completed,Digital Process Automation,94,1983996.94,435090.53,21.93,Marketing,Accenture,Netherlands,Telecom,19047,false,false
PRJ-0000668,COMP-0009,Fraud Detection Module,2022-12-07,2022-07-17,On Hold,AI + RPA,11,185516.75,580797.29,313.07,Compliance,Wipro,Singapore,Retail,18295,true,true
PRJ-0000669,COMP-0103,Master Data Management Solution,2022-08-04,2024-07-11,Planning,AI + RPA,81,314061.87,442827.24,141.0,Legal,Tata Consultancy Services,United States,Insurance,3484,true,true
PRJ-0000670,COMP-0083,Order Management Solution,2021-06-16,2021-02-27,On Hold,Robotic Process Automation,27,755290.09,216541.67,28.67,Human Resources,Tata Consultancy Services,United States,Banking,19673,false,false
PRJ-0000671,COMP-0030,HR Onboarding Solution,2023-02-07,2025-05-22,Failed,Intelligent Process Automation,39,100459.75,18384.13,18.3,Finance,Capgemini,United States,Logistics,19888,true,false
PRJ-0000672,COMP-0019,Expense Reporting Pipeline,2022-04-27,2022-07-07,Failed,Digital Process Automation,7,1293540.48,-178120.52,-13.77,Human Resources,Cognizant,Singapore,Manufacturing,5606,true,true
PRJ-0000673,COMP-0129,Procure to Pay System,2020-10-07,2020-07-10,In Progress,Digital Process Automation,86,269146.02,143401.0,53.28,Customer Service,Tata Consultancy Services,United States,Manufacturing,6761,false,false
PRJ-0000674,COMP-0161,Data Migration Engine,2020-12-21,2020-06-13,Planning,Intelligent Process Automation,67,1970166.71,7725220.69,392.11,Sales,Tata Consultancy Services,Netherlands,Insurance,5928,false,true
PRJ-0000675,COMP-0140,Payroll Automation Automation,2023-07-18,2024-10-19,Planning,Intelligent Process Automation,16,130932.3,369386.2,282.12,Customer Service,IBM,Netherlands,Retail,1102,true,true
PRJ-0000676,COMP-0080,HR Onboarding Bot,2022-07-06,2024-10-18,In Progress,Robotic Process Automation,87,1466403.31,470275.54,32.07,Customer Service,Tata Consultancy Services,Brazil,Retail,12124,false,false
PRJ-0000677,COMP-0069,Claims Processing Tool,2021-08-09,2023-09-17,Planning,AI + RPA,34,1322377.74,3233478.05,244.52,Legal,Capgemini,Singapore,Retail,11202,false,true
PRJ-0000678,COMP-0156,Loan Processing Solution,2023-11-28,2024-05-26,On Hold,Digital Process Automation,64,1912695.16,5561543.72,290.77,Compliance,Tata Consultancy Services,France,Technology,21644,true,true
PRJ-0000679,COMP-0002,HR Onboarding Automation,2023-05-24,2024-11-18,Planning,Cognitive Automation,87,640362.58,1345593.89,210.13,Sales,Infosys,Singapore,Logistics,2927,true,true
PRJ-0000680,COMP-0047,HR Onboarding System,2021-02-01,2022-12-08,Planning,Intelligent Process Automation,64,1575562.63,6043858.25,383.6,Legal,PwC,Germany,Pharma,15867,false,false
PRJ-0000681,COMP-0015,Master Data Management Module,2020-09-27,2020-03-10,In Progress,Robotic Process Automation,15,1452798.33,4888956.94,336.52,Marketing,KPMG,India,Manufacturing,8977,false,false
PRJ-0000682,COMP-0031,Inventory Management Pipeline,2020-05-26,2020-03-19,Planning,AI + RPA,58,1994619.27,7725160.43,387.3,Finance,Capgemini,France,Technology,23289,true,true
PRJ-0000683,COMP-0159,Billing Automation Tool,2021-04-08,2021-12-16,In Progress,Intelligent Process Automation,49,1539347.46,6052560.28,393.19,Sales,Accenture,India,Healthcare,16189,true,true
PRJ-0000684,COMP-0193,Email Automation Framework,2020-05-18,2021-06-11,Completed,Intelligent Process Automation,60,1651679.16,2549036.45,154.33,Sales,PwC,United States,Energy,7107,false,true
PRJ-0000685,COMP-0133,Inventory Management Module,2022-09-17,2023-02-19,On Hold,AI + RPA,21,648684.83,1773569.19,273.41,Supply Chain,Capgemini,Germany,Pharma,13625,false,false
PRJ-0000686,COMP-0118,Trade Reconciliation Pipeline,2021-02-27,2021-08-28,Planning,AI + RPA,68,180247.09,409539.41,227.21,Human Resources,Infosys,France,Logistics,10532,true,false
PRJ-0000687,COMP-0041,Returns Processing Platform,2023-12-10,2023-02-06,On Hold,AI + RPA,88,1972469.6,4876536.59,247.23,IT,Infosys,Netherlands,Technology,21694,false,true
PRJ-0000688,COMP-0195,Credit Risk Analysis Platform,2023-02-26,2024-12-18,Completed,Cognitive Automation,72,855185.1,1321432.02,154.52,IT,BCG,Netherlands,Banking,13906,true,false
PRJ-0000689,COMP-0117,Invoice Processing Module,2020-07-23,2022-02-21,Completed,AI + RPA,98,913285.31,3313033.79,362.76,Compliance,IBM,Brazil,Logistics,17022,false,true
PRJ-0000690,COMP-0098,Financial Reconciliation System,2020-06-25,2021-06-09,Planning,Robotic Process Automation,78,1160067.0,2332894.74,201.1,Compliance,Wipro,Brazil,Pharma,8934,true,true
PRJ-0000691,COMP-0034,Fraud Detection Framework,2020-07-25,2021-12-01,Completed,Cognitive Automation,24,1940413.33,2778089.76,143.17,Supply Chain,Tata Consultancy Services,Germany,Energy,14884,true,false
PRJ-0000692,COMP-0128,Inventory Management System,2021-03-22,2021-08-18,Completed,AI + RPA,48,439311.44,651103.49,148.21,Sales,PwC,Singapore,Energy,12564,false,true
PRJ-0000693,COMP-0002,Master Data Management Module,2023-05-15,2025-08-09,In Progress,Digital Process Automation,79,1688709.09,1122822.67,66.49,Marketing,EY,United Kingdom,Manufacturing,17086,false,false
PRJ-0000694,COMP-0153,Master Data Management Framework,2022-05-04,2022-05-09,Failed,AI + RPA,18,1609324.08,-309633.95,-19.24,Finance,IBM,Singapore,Healthcare,17978,false,true
PRJ-0000695,COMP-0061,Claims Processing Framework,2023-01-24,2023-05-22,Failed,AI + RPA,39,648322.69,-195663.79,-30.18,IT,Capgemini,France,Logistics,10323,true,false
PRJ-0000696,COMP-0130,Loan Processing Automation,2023-05-03,2025-09-17,In Progress,Intelligent Process Automation,28,324510.64,362478.38,111.7,Legal,EY,Australia,Energy,5905,true,false
PRJ-0000697,COMP-0170,Tax Filing Module,2021-04-03,2022-11-04,Planning,AI + RPA,78,167008.44,594049.02,355.7,Legal,IBM,India,Energy,5708,true,false
PRJ-0000698,COMP-0178,Asset Tracking Platform,2021-12-26,2023-12-22,On Hold,Intelligent Process Automation,42,1914725.38,3076772.21,160.69,Finance,PwC,Canada,Manufacturing,19705,false,true
PRJ-0000699,COMP-0067,Sales Order Processing Tool,2022-01-12,2024-04-03,Failed,AI + RPA,89,1608043.37,-383839.95,-23.87,Marketing,EY,France,Energy,6455,false,true
PRJ-0000700,COMP-0194,Supply Chain Reconciliation Engine,2022-05-08,2022-11-11,On Hold,Cognitive Automation,35,1236899.82,722844.25,58.44,Sales,Capgemini,India,Retail,17000,true,true
PRJ-0000701,COMP-0058,Payroll Automation Solution,2021-12-23,2022-09-04,On Hold,Robotic Process Automation,72,1669234.49,3569824.88,213.86,Sales,Wipro,United Kingdom,Manufacturing,20839,false,false
PRJ-0000702,COMP-0101,Fraud Detection Bot,2021-01-28,2022-10-24,In Progress,Cognitive Automation,23,1179237.58,2312602.82,196.11,Sales,Wipro,Brazil,Retail,5752,false,false
PRJ-0000703,COMP-0198,Purchase Order Processing Framework,2021-10-12,2023-02-11,Completed,Intelligent Process Automation,18,1451726.38,1846450.78,127.19,Sales,IBM,United Kingdom,Technology,11737,false,false
PRJ-0000704,COMP-0079,Supply Chain Reconciliation Engine,2020-02-23,2022-10-27,On Hold,Robotic Process Automation,91,978301.03,2157936.41,220.58,Customer Service,Accenture,Brazil,Manufacturing,9436,false,false
PRJ-0000705,COMP-0165,Claims Processing Tool,2022-07-23,2023-04-12,Failed,AI + RPA,94,128624.77,-11138.91,-8.66,Compliance,Capgemini,Netherlands,Logistics,22153,true,true
PRJ-0000706,COMP-0032,Risk Assessment Engine,2023-03-27,2024-07-04,On Hold,AI + RPA,34,1408961.21,3552554.79,252.14,Operations,BCG,United Kingdom,Telecom,10004,true,false
PRJ-0000707,COMP-0168,Purchase Order Processing Module,2023-10-23,2024-10-11,Planning,Robotic Process Automation,42,244099.28,41789.8,17.12,Supply Chain,Capgemini,Brazil,Retail,13030,true,true
PRJ-0000708,COMP-0015,Sales Order Processing Tool,2023-03-13,2024-04-18,On Hold,Digital Process Automation,95,1692852.07,1604485.19,94.78,IT,KPMG,France,Insurance,17587,true,false
PRJ-0000709,COMP-0149,Claims Processing Platform,2022-05-19,2022-07-26,Completed,Intelligent Process Automation,94,1568650.57,4045079.22,257.87,Marketing,Deloitte,Poland,Technology,14505,false,true
PRJ-0000710,COMP-0177,Fraud Detection Module,2023-11-12,2024-04-16,Planning,Robotic Process Automation,61,1368010.34,2219870.38,162.27,Legal,BCG,Singapore,Pharma,17143,true,true
PRJ-0000711,COMP-0058,Loan Processing Automation,2021-06-10,2023-12-08,Failed,AI + RPA,61,571267.92,-32676.53,-5.72,Operations,BCG,France,Banking,16286,true,true
PRJ-0000712,COMP-0026,Procure to Pay Module,2021-02-23,2022-01-02,Failed,Intelligent Process Automation,5,1777233.43,-621320.81,-34.96,Compliance,Deloitte,Singapore,Energy,12182,true,false
PRJ-0000713,COMP-0126,Data Migration Solution,2021-09-15,2023-04-17,In Progress,AI + RPA,40,1329906.83,3600988.72,270.77,Human Resources,IBM,Poland,Manufacturing,15643,false,false
PRJ-0000714,COMP-0070,Expense Reporting Platform,2022-05-19,2024-07-27,On Hold,Digital Process Automation,21,1056616.02,3343238.75,316.41,Operations,Infosys,India,Manufacturing,12403,true,false
PRJ-0000715,COMP-0110,Sales Order Processing Automation,2023-11-27,2023-04-19,In Progress,Cognitive Automation,86,510826.29,952946.44,186.55,Human Resources,Deloitte,Netherlands,Healthcare,20172,true,true
PRJ-0000716,COMP-0026,Workflow Orchestration Engine,2021-06-16,2023-03-24,Failed,Intelligent Process Automation,14,182637.41,36180.47,19.81,Human Resources,KPMG,Australia,Healthcare,13800,true,true
PRJ-0000717,COMP-0114,Report Generation System,2021-01-14,2022-10-07,Planning,AI + RPA,7,259084.02,321730.54,124.18,Operations,Wipro,India,Healthcare,21917,false,false
PRJ-0000718,COMP-0116,Credit Risk Analysis Module,2023-05-20,2025-08-10,Failed,Cognitive Automation,77,301889.85,-79638.54,-26.38,Supply Chain,Wipro,India,Telecom,5904,true,false
PRJ-0000719,COMP-0017,Order Management Platform,2023-01-12,2023-12-21,On Hold,Robotic Process Automation,14,1153362.69,770330.94,66.79,Operations,IBM,Singapore,Banking,19823,true,true
PRJ-0000720,COMP-0162,Customer Service Bot Platform,2023-03-15,2025-02-20,In Progress,AI + RPA,35,288512.92,585248.46,202.85,Marketing,Wipro,Australia,Healthcare,17620,false,false
PRJ-0000721,COMP-0161,Vendor Management Engine,2023-11-15,2023-07-02,On Hold,Cognitive Automation,19,1561439.13,866130.29,55.47,Finance,Tata Consultancy Services,Australia,Logistics,5764,true,false
PRJ-0000722,COMP-0064,Asset Tracking Pipeline,2020-12-13,2020-04-16,In Progress,Digital Process Automation,27,949639.22,1284292.08,135.24,Operations,Wipro,Netherlands,Manufacturing,12606,true,true
PRJ-0000723,COMP-0126,Expense Reporting Engine,2021-02-21,2021-09-16,Planning,Robotic Process Automation,100,1459884.47,1059438.16,72.57,Human Resources,KPMG,France,Energy,4837,false,false
PRJ-0000724,COMP-0137,Workflow Orchestration Bot,2023-02-23,2025-12-11,Completed,Robotic Process Automation,26,853419.32,2266084.32,265.53,Human Resources,Accenture,Singapore,Insurance,12266,true,false
